Combination,Blue_Kills,Hostile_Kills,Patrol_Distance_km
"Basilone Ballistic Insert
+Krulak’s Three Block War",32,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",56,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",48,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",74,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",46,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",51,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",75,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",15,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",65,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",26,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",12,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",10,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",61,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",69,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",39,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",31,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",63,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",53,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",21,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",21,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",48,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",35,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",31,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",51,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",71,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",29,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",42,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",47,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",53,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",64,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",56,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",73,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",36,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",54,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",34,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",54,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",78,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",48,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",26,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",44,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",77,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,2,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",120,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",43,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,1,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",22,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",21,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",56,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",69,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",6,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",25,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",100,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",45,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,2,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",13,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",73,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",44,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",42,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",9,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",76,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",41,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",110,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",53,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",46,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",43,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",47,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",37,2,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",21,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",48,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",14,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",117,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",37,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",31,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",69,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",44,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,2,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",35,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",63,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",7,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",51,2,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",65,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",120,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",37,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",14,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",12,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",34,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",58,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",53,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",81,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",41,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",31,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",54,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,7
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",63,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",19,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",59,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",10,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",7,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",63,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",38,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",59,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",15,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",32,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",94,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",68,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",59,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",33,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",27,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",51,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",56,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",90,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",34,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",23,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",36,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",20,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",62,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",10,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",39,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",13,0,5
"Basilone Ballistic Insert
+Krulak’s Three Block War",79,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",56,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",40,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",50,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",60,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",41,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",80,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",70,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",34,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",48,1,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",30,0,6
"Basilone Ballistic Insert
+Krulak’s Three Block War",55,0,6
